ID_Match;League;Year;Season;Type;blueTeamTag;bResult;rResult;redTeamTag;gamelength;blueTop;blueTopChamp;blueJungle;blueJungleChamp;blueMiddle;blueMiddleChamp;blueADC;blueADCChamp;blueSupport;blueSupportChamp;redTop;redTopChamp;redJungle;redJungleChamp;redMiddle;redMiddleChamp;redADC;redADCChamp;redSupport;redSupportChamp
1769;EULCS;2017;Spring;Season;H2K;1;0;FNC;29;Odoamne;Nautilus;Jankos;Khazix;Febiven;Syndra;Nuclear;Varus;Chei;Malzahar;sOAZ;Gragas;Broxah;Elise;Caps;Jayce;Rekkles;Jhin;Jesiz;Lulu
1770;EULCS;2017;Spring;Season;VIT;0;1;G2;38;Cabochard;Camille;Djoko;Rengar;Nukeduck;Orianna;Steeelback;Ezreal;AoD;Lulu;Expect;Nautilus;Trick;Khazix;Perkz;Syndra;Zven;Jhin;mithy;Malzahar
1771;EULCS;2017;Spring;Season;G2;1;0;VIT;34;Expect;Renekton;Trick;Nidalee;Perkz;Ryze;Zven;Ashe;mithy;Malzahar;Cabochard;Olaf;Djoko;Graves;Nukeduck;Orianna;Steeelback;Ezreal;AoD;Camille
1772;EULCS;2017;Spring;Season;GIA;0;1;SPY;27;Flaxxish;Renekton;Memento;Graves;NighT;Ryze;HeaQ;Ashe;Hustlin;Nautilus;Wunder;Gnar;Trashy;Elise;Sencux;Syndra;Kobbe;Ziggs;Mikyx;Camille
1773;EULCS;2017;Spring;Season;SPY;1;0;GIA;31;Wunder;Renekton;Trashy;Elise;Sencux;Ekko;Kobbe;Varus;Mikyx;Karma;Flaxxish;Rumble;Memento;Graves;NighT;Talon;HeaQ;Ashe;Hustlin;Zyra
1774;EULCS;2017;Spring;Season;MSF;1;0;OG;31;Alphari;Fiora;KaKAO;LeeSin;PowerOfEvil;Syndra;Hans Sama;Jhin;IgNar;Malzahar;Satorius;Nautilus;Wisdom;Khazix;Naehyun;Ryze;Tabzz;Ezreal;xPeke;Braum
1775;EULCS;2017;Spring;Season;OG;0;1;MSF;42;Satorius;Nautilus;Wisdom;Elise;Naehyun;Jayce;Tabzz;Ezreal;xPeke;Karma;Alphari;Rumble;KaKAO;LeeSin;PowerOfEvil;Syndra;Hans Sama;Jhin;IgNar;Bard
1776;EULCS;2017;Spring;Season;ROC;0;1;UOL;33;Phaxi;Gnar;Maxlore;Khazix;Betsy;Ryze;Hjarnan;Ashe;Wadid;Camille;Vizicsacsi;Renekton;Xerxe;Graves;Exileh;Syndra;Samux;Jhin;Hylissang;Malzahar
1777;EULCS;2017;Spring;Season;UOL;1;0;ROC;26;Vizicsacsi;Gangplank;Xerxe;Rengar;Exileh;Cassiopeia;Samux;Caitlyn;Hylissang;Malzahar;Phaxi;Shen;Maxlore;Khazix;Betsy;Ryze;Hjarnan;Ashe;Wadid;Zyra
1778;EULCS;2017;Spring;Season;VIT;0;1;GIA;42;Cabochard;Renekton;Djoko;Gragas;Nukeduck;Orianna;Steeelback;Ashe;AoD;Malzahar;Flaxxish;Shen;Memento;Khazix;NighT;Ahri;HeaQ;Jhin;Hustlin;Nautilus
1779;EULCS;2017;Spring;Season;GIA;0;1;VIT;29;Flaxxish;Renekton;Memento;Rengar;NighT;Ryze;HeaQ;Caitlyn;Hustlin;Nami;Cabochard;Shen;Djoko;Gragas;Nukeduck;Cassiopeia;Steeelback;Ashe;AoD;Karma
1780;EULCS;2017;Spring;Season;GIA;0;1;VIT;42;Flaxxish;Renekton;Memento;Graves;NighT;Jayce;HeaQ;Ziggs;Hustlin;Zyra;Cabochard;Olaf;Djoko;Gragas;Nukeduck;Ryze;Steeelback;Jhin;AoD;Malzahar
1781;EULCS;2017;Spring;Season;ROC;0;1;OG;78;Phaxi;Jayce;Maxlore;LeeSin;Betsy;Ahri;Hjarnan;Ziggs;Wadid;Zyra;Satorius;Gragas;Wisdom;Graves;Naehyun;Viktor;Tabzz;Ezreal;xPeke;Karma
1782;EULCS;2017;Spring;Season;ROC;1;0;OG;55;Phaxi;Maokai;Maxlore;LeeSin;Betsy;Swain;Hjarnan;Jhin;Wadid;Malzahar;Satorius;Nautilus;Wisdom;Graves;Naehyun;Syndra;Tabzz;Ezreal;xPeke;Lulu
1783;EULCS;2017;Spring;Season;OG;0;1;ROC;31;Satorius;Rumble;Wisdom;Graves;Naehyun;Cassiopeia;Tabzz;Varus;xPeke;Alistar;Phaxi;Gnar;Maxlore;Rengar;Betsy;Ryze;Hjarnan;Ziggs;Wadid;Malzahar
1784;EULCS;2017;Spring;Season;G2;0;1;SPY;33;Expect;Shen;Trick;Graves;Perkz;Cassiopeia;Zven;Jhin;mithy;Malzahar;Wunder;Renekton;Trashy;Gragas;Sencux;Viktor;Kobbe;Sivir;Mikyx;TahmKench
1785;EULCS;2017;Spring;Season;G2;1;0;SPY;35;Expect;Shen;Trick;Graves;Perkz;Ahri;Zven;Ezreal;mithy;Lulu;Wunder;Renekton;Trashy;Gragas;Sencux;Ekko;Kobbe;Caitlyn;Mikyx;Karma
1786;EULCS;2017;Spring;Season;SPY;0;1;G2;35;Wunder;Kennen;Trashy;Rengar;Sencux;Jayce;Kobbe;Ziggs;Mikyx;Karma;Expect;Nautilus;Trick;Graves;Perkz;Zed;Zven;Ezreal;mithy;Lulu
1787;EULCS;2017;Spring;Season;FNC;1;0;UOL;49;sOAZ;Nautilus;Broxah;Graves;Caps;Viktor;Rekkles;Varus;Jesiz;Karma;Vizicsacsi;Trundle;Xerxe;Rengar;Exileh;Ryze;Samux;Jhin;Hylissang;Zyra
1788;EULCS;2017;Spring;Season;UOL;1;0;FNC;36;Vizicsacsi;Shen;Xerxe;Rengar;Exileh;Ryze;Samux;Jhin;Hylissang;Zilean;sOAZ;Renekton;Broxah;Graves;Caps;Cassiopeia;Rekkles;Ezreal;Jesiz;Malzahar
1789;EULCS;2017;Spring;Season;FNC;0;1;UOL;41;sOAZ;Rumble;Broxah;Elise;Caps;Vladimir;Rekkles;Jhin;Jesiz;Zyra;Vizicsacsi;Renekton;Xerxe;Ivern;Exileh;Syndra;Samux;Caitlyn;Hylissang;Malzahar
1790;EULCS;2017;Spring;Season;VIT;0;1;ROC;42;Cabochard;Kennen;Djoko;Graves;Nukeduck;Ryze;Steeelback;Varus;AoD;Zilean;Phaxi;Renekton;Maxlore;Rengar;Betsy;Azir;Hjarnan;Sivir;Wadid;Malzahar
1791;EULCS;2017;Spring;Season;ROC;1;0;VIT;50;Phaxi;Gnar;Maxlore;Rengar;Betsy;Viktor;Hjarnan;Jhin;Wadid;TahmKench;Cabochard;Renekton;Djoko;Elise;Nukeduck;Cassiopeia;Steeelback;Ezreal;AoD;Brand
1792;EULCS;2017;Spring;Season;MSF;0;1;H2K;40;Alphari;Shen;KaKAO;Rengar;PowerOfEvil;Ahri;Hans Sama;Jhin;IgNar;TahmKench;Odoamne;Nautilus;Jankos;Khazix;Febiven;Syndra;Nuclear;Ezreal;Chei;Malzahar
1793;EULCS;2017;Spring;Season;H2K;1;0;MSF;35;Odoamne;Rumble;Jankos;LeeSin;Febiven;Leblanc;Nuclear;Ashe;Chei;Lulu;Alphari;Nautilus;KaKAO;Ivern;PowerOfEvil;Ryze;Hans Sama;Caitlyn;IgNar;TahmKench
1794;EULCS;2017;Spring;Season;GIA;1;0;OG;29;Flaxxish;Nautilus;Memento;Graves;NighT;Jayce;HeaQ;Ziggs;Hustlin;Karma;Satorius;Renekton;Wisdom;Elise;Naehyun;Ryze;Tabzz;Ezreal;xPeke;Nami
1795;EULCS;2017;Spring;Season;OG;1;0;GIA;53;Satorius;Gragas;Wisdom;LeeSin;Naehyun;Jayce;Tabzz;Ziggs;xPeke;Lulu;Flaxxish;Shen;Memento;Graves;NighT;Ahri;HeaQ;Jhin;Hustlin;Nami
1796;EULCS;2017;Spring;Season;GIA;1;0;OG;36;Flaxxish;Maokai;Memento;Elise;NighT;Zed;HeaQ;Jhin;Hustlin;Nautilus;Satorius;Rumble;Wisdom;LeeSin;Naehyun;Jayce;Tabzz;Caitlyn;xPeke;Lulu
1797;EULCS;2017;Spring;Season;OG;0;1;VIT;47;Satorius;Nautilus;Cinkrof;Graves;Naehyun;Jayce;Tabzz;Ziggs;xPeke;Malzahar;Cabochard;Gragas;Djoko;LeeSin;Nukeduck;Vladimir;Steeelback;Jhin;Hachani;TahmKench
1798;EULCS;2017;Spring;Season;OG;0;1;VIT;41;Satorius;Gragas;Cinkrof;RekSai;Naehyun;Syndra;Tabzz;Varus;xPeke;Lulu;Cabochard;Nautilus;Djoko;LeeSin;Nukeduck;Ekko;Steeelback;Ashe;Hachani;Bard
1799;EULCS;2017;Spring;Season;FNC;1;0;ROC;43;sOAZ;Nautilus;Broxah;Graves;Caps;Leblanc;Rekkles;Ezreal;Jesiz;Karma;Phaxi;Kled;Maxlore;Rengar;Betsy;Vladimir;Hjarnan;Jhin;Wadid;TahmKench
1800;EULCS;2017;Spring;Season;FNC;0;1;ROC;55;sOAZ;Nautilus;Broxah;Graves;Caps;Viktor;Rekkles;Ezreal;Jesiz;Karma;Phaxi;Renekton;Maxlore;Rengar;Betsy;Swain;Hjarnan;Jhin;Wadid;TahmKench
1801;EULCS;2017;Spring;Season;ROC;1;0;FNC;38;Phaxi;Gnar;Maxlore;LeeSin;Betsy;Vladimir;Hjarnan;Varus;Wadid;Malzahar;sOAZ;Rumble;Broxah;Graves;Caps;Orianna;Rekkles;Ezreal;Jesiz;Alistar
1802;EULCS;2017;Spring;Season;H2K;0;1;UOL;40;Odoamne;Camille;Jankos;Graves;Febiven;Ahri;Nuclear;Ashe;Chei;Karma;Vizicsacsi;Renekton;Xerxe;Rengar;Exileh;Leblanc;Samux;Caitlyn;Hylissang;Bard
1803;EULCS;2017;Spring;Season;H2K;0;1;UOL;44;Odoamne;Rumble;Jankos;Khazix;Febiven;Orianna;Nuclear;Jhin;Chei;Malzahar;Vizicsacsi;Nautilus;Xerxe;Rengar;Exileh;Viktor;Samux;Ezreal;Hylissang;Zilean
1804;EULCS;2017;Spring;Season;G2;1;0;MSF;32;Expect;Nautilus;Trick;Rengar;Perkz;Syndra;Zven;Caitlyn;mithy;Braum;Alphari;Renekton;KaKAO;Graves;PowerOfEvil;Orianna;Hans Sama;Ashe;IgNar;Thresh
1805;EULCS;2017;Spring;Season;MSF;1;0;G2;37;Alphari;Nautilus;KaKAO;Graves;PowerOfEvil;Ahri;Hans Sama;Lucian;IgNar;Zyra;Expect;Maokai;Trick;Rengar;Perkz;Orianna;Zven;Kalista;mithy;Lulu
1806;EULCS;2017;Spring;Season;MSF;0;1;G2;43;Alphari;Gnar;KaKAO;LeeSin;PowerOfEvil;Viktor;Hans Sama;Kalista;IgNar;Malzahar;Expect;Renekton;Trick;Elise;Perkz;Orianna;Zven;Caitlyn;mithy;Lulu
1807;EULCS;2017;Spring;Season;GIA;0;1;ROC;34;Flaxxish;Nautilus;Memento;Rumble;NighT;Ahri;HeaQ;Jhin;Hustlin;Malzahar;Phaxi;Gnar;Maxlore;Graves;Betsy;Ekko;Hjarnan;Sivir;Wadid;TahmKench
1808;EULCS;2017;Spring;Season;ROC;1;0;GIA;40;Phaxi;Gnar;Maxlore;LeeSin;Betsy;Swain;Hjarnan;Varus;Wadid;Malzahar;Flaxxish;Gragas;Memento;Rumble;NighT;Talon;HeaQ;Ezreal;Hustlin;Karma
1809;EULCS;2017;Spring;Season;SPY;1;0;OG;32;Wunder;Fizz;Trashy;Khazix;Sencux;Ahri;Kobbe;Ezreal;Mikyx;Thresh;Satorius;Gragas;Cinkrof;Rengar;Naehyun;Leblanc;Tabzz;Jhin;xPeke;Lulu
1810;EULCS;2017;Spring;Season;SPY;1;0;OG;34;Wunder;Fizz;Trashy;Gragas;Sencux;Vladimir;Kobbe;Ezreal;Mikyx;Camille;Satorius;Rumble;Cinkrof;LeeSin;Naehyun;Talon;Tabzz;KogMaw;xPeke;Lulu
1811;EULCS;2017;Spring;Season;VIT;0;1;SPY;24;Cabochard;Nautilus;Djoko;LeeSin;Nukeduck;Vladimir;Steeelback;Lucian;Hachani;Lulu;Wunder;Kennen;Trashy;Elise;Sencux;Orianna;Kobbe;Ashe;Mikyx;Thresh
1812;EULCS;2017;Spring;Season;SPY;1;0;VIT;36;Wunder;Gragas;Trashy;Rengar;Sencux;Kassadin;Kobbe;Ezreal;Mikyx;Lulu;Cabochard;Renekton;Djoko;Graves;Nukeduck;Vladimir;Steeelback;Ashe;Hachani;Bard
1813;EULCS;2017;Spring;Season;GIA;0;1;G2;37;Flaxxish;Gragas;Memento;Elise;NighT;Talon;HeaQ;Caitlyn;Hustlin;Karma;Expect;Rumble;Trick;LeeSin;Perkz;Zilean;Zven;Ashe;mithy;Nautilus
1814;EULCS;2017;Spring;Season;G2;1;0;GIA;35;Expect;Rumble;Trick;Graves;Perkz;Zilean;Zven;Ezreal;mithy;TahmKench;Flaxxish;Talon;Memento;Rengar;NighT;Ekko;HeaQ;Ashe;Hustlin;Braum
1815;EULCS;2017;Spring;Season;MSF;0;1;ROC;40;Alphari;Rumble;KaKAO;Rengar;PowerOfEvil;Karma;Hans Sama;Ashe;IgNar;Zyra;Phaxi;Gragas;Maxlore;Graves;Betsy;Vladimir;Hjarnan;Varus;Wadid;Lulu
1816;EULCS;2017;Spring;Season;ROC;1;0;MSF;35;Phaxi;Gnar;Maxlore;Graves;Betsy;Kassadin;Hjarnan;Ziggs;Wadid;TahmKench;Alphari;Rumble;KaKAO;Rengar;PowerOfEvil;Vladimir;Hans Sama;Ezreal;IgNar;Lulu
1817;EULCS;2017;Spring;Season;OG;0;1;UOL;26;Satorius;Gragas;Cinkrof;Rengar;Naehyun;Orianna;Tabzz;Ezreal;xPeke;Karma;Vizicsacsi;Nautilus;Xerxe;Warwick;Exileh;Talon;Samux;Caitlyn;Hylissang;Thresh
1818;EULCS;2017;Spring;Season;UOL;1;0;OG;31;Vizicsacsi;Rumble;Xerxe;Warwick;Exileh;Kassadin;Samux;Caitlyn;Hylissang;Taric;Satorius;Nautilus;Cinkrof;LeeSin;Naehyun;Jayce;Tabzz;Ashe;xPeke;TahmKench
1819;EULCS;2017;Spring;Season;VIT;0;1;H2K;37;Cabochard;Kled;Djoko;Rengar;Nukeduck;Orianna;Steeelback;Caitlyn;Hachani;TahmKench;Odoamne;Nautilus;Jankos;Khazix;Febiven;Syndra;Nuclear;Ashe;Chei;Lulu
1820;EULCS;2017;Spring;Season;H2K;0;1;VIT;30;Odoamne;Camille;Jankos;Elise;Febiven;Syndra;Nuclear;Ezreal;Chei;Karma;Cabochard;Swain;Djoko;Graves;Nukeduck;Ekko;Steeelback;Ashe;Hachani;Thresh
1821;EULCS;2017;Spring;Season;VIT;0;1;H2K;44;Cabochard;Rumble;Djoko;LeeSin;Nukeduck;Orianna;Steeelback;Ashe;Hachani;Blitzcrank;Odoamne;Shen;Jankos;Ivern;Febiven;Syndra;Nuclear;Caitlyn;Chei;Zyra
1822;EULCS;2017;Spring;Season;GIA;0;1;FNC;25;Flaxxish;Maokai;Memento;Graves;NighT;Vladimir;HeaQ;Ashe;Hustlin;Nautilus;sOAZ;Shen;Broxah;LeeSin;Caps;Kayle;Rekkles;Lucian;Jesiz;Zyra
1823;EULCS;2017;Spring;Season;FNC;0;1;GIA;54;sOAZ;Nautilus;Broxah;Elise;Caps;Vladimir;Rekkles;Lucian;Jesiz;Zyra;Flaxxish;Shen;Memento;Khazix;NighT;Anivia;HeaQ;Caitlyn;Hustlin;Karma
1824;EULCS;2017;Spring;Season;GIA;0;1;FNC;26;Flaxxish;Nautilus;Memento;Graves;NighT;Ryze;HeaQ;Caitlyn;Hustlin;Karma;sOAZ;Shen;Broxah;Khazix;Caps;Leblanc;Rekkles;Kennen;Jesiz;Zyra
1825;EULCS;2017;Spring;Season;SPY;1;0;UOL;35;Wunder;Gragas;Trashy;Elise;Sencux;Talon;Kobbe;Varus;Mikyx;Malzahar;Vizicsacsi;Nautilus;Xerxe;Ivern;Exileh;Leblanc;Samux;Caitlyn;Hylissang;Zilean
1826;EULCS;2017;Spring;Season;UOL;1;0;SPY;30;Vizicsacsi;Nautilus;Xerxe;Rengar;Exileh;Vladimir;Samux;Lucian;Hylissang;Malzahar;Wunder;Kennen;Trashy;Elise;Sencux;Talon;Kobbe;Varus;Mikyx;TahmKench
1827;EULCS;2017;Spring;Season;SPY;0;1;UOL;37;Wunder;Kennen;Trashy;Graves;Sencux;Orianna;Kobbe;Kalista;Mikyx;Malzahar;Vizicsacsi;Rumble;Xerxe;Rengar;Exileh;Vladimir;Samux;Lucian;Hylissang;Zilean
1828;EULCS;2017;Spring;Season;FNC;1;0;G2;40;sOAZ;Shen;Broxah;Elise;Caps;Ekko;Rekkles;Kennen;Jesiz;Zyra;Expect;Nautilus;Trick;Rengar;Perkz;Syndra;Zven;Kalista;mithy;Lulu
1829;EULCS;2017;Spring;Season;G2;1;0;FNC;31;Expect;Rumble;Trick;Rengar;Perkz;Syndra;Zven;Ezreal;mithy;Karma;sOAZ;Nautilus;Broxah;Khazix;Caps;Ekko;Rekkles;Lucian;Jesiz;Zyra
1830;EULCS;2017;Spring;Season;FNC;0;1;G2;48;sOAZ;Camille;Broxah;Elise;Caps;Leblanc;Rekkles;Ezreal;Jesiz;Fiddlesticks;Expect;Fizz;Trick;Rengar;Perkz;Syndra;Zven;Lucian;mithy;Malzahar
1831;EULCS;2017;Spring;Season;H2K;1;0;OG;33;Odoamne;Shen;Jankos;Rengar;Febiven;Leblanc;Nuclear;Varus;Chei;Brand;Satorius;Rumble;Cinkrof;RekSai;Naehyun;Katarina;Tabzz;Ashe;xPeke;TahmKench
1832;EULCS;2017;Spring;Season;H2K;1;0;OG;33;Odoamne;Kennen;Jankos;Graves;Febiven;Orianna;Nuclear;Varus;Chei;Thresh;Satorius;Gragas;Cinkrof;LeeSin;Naehyun;Zilean;Tabzz;Ashe;xPeke;Karma
1833;EULCS;2017;Spring;Season;MSF;1;0;GIA;38;Alphari;Gragas;KaKAO;LeeSin;PowerOfEvil;Orianna;Hans Sama;Varus;IgNar;Karma;Flaxxish;Nautilus;Memento;Khazix;NighT;Taliyah;HeaQ;Ashe;Hustlin;Zyra
1834;EULCS;2017;Spring;Season;GIA;0;1;MSF;40;Flaxxish;Nautilus;Memento;Graves;NighT;Viktor;HeaQ;Ashe;Hustlin;Lulu;Alphari;Gragas;KaKAO;Rengar;PowerOfEvil;Ahri;Hans Sama;Varus;IgNar;Karma
1835;EULCS;2017;Spring;Season;VIT;0;1;UOL;28;Cabochard;Camille;Djoko;Shaco;Nukeduck;TwistedFate;Steeelback;Lucian;Hachani;Gragas;Vizicsacsi;Rumble;Xerxe;Hecarim;Exileh;Leblanc;Samux;Varus;Hylissang;Malzahar
1836;EULCS;2017;Spring;Season;VIT;0;1;UOL;28;Cabochard;Gragas;Djoko;Shaco;Nukeduck;Yasuo;Steeelback;Caitlyn;Hachani;Alistar;Vizicsacsi;Camille;Xerxe;Rumble;Exileh;Leblanc;Samux;Lucian;Hylissang;Malzahar
1837;EULCS;2017;Spring;Season;G2;1;0;ROC;40;Expect;Rumble;Trick;Graves;Perkz;Syndra;Zven;Kalista;mithy;Zyra;Phaxi;Gnar;Maxlore;Rengar;Betsy;Nasus;Hjarnan;Sivir;Wadid;Lulu
1838;EULCS;2017;Spring;Season;ROC;1;0;G2;41;Phaxi;Fizz;Maxlore;Graves;Betsy;Ryze;Hjarnan;Sivir;Wadid;Malzahar;Expect;Rumble;Trick;Rengar;Perkz;Jayce;Zven;Ashe;mithy;Zyra
1839;EULCS;2017;Spring;Season;ROC;1;0;G2;28;Phaxi;Nautilus;Maxlore;Graves;Betsy;Swain;Hjarnan;Kalista;Wadid;Alistar;Expect;Fizz;Trick;LeeSin;Perkz;Leblanc;Zven;Ezreal;mithy;Karma
1840;EULCS;2017;Spring;Season;H2K;1;0;SPY;28;Odoamne;Shen;Jankos;Rengar;Febiven;Orianna;Nuclear;Varus;Chei;Braum;Wunder;Warwick;Trashy;LeeSin;Sencux;Lux;Kobbe;Ezreal;Mikyx;Gragas
1841;EULCS;2017;Spring;Season;SPY;0;1;H2K;30;Wunder;Teemo;Trashy;Elise;Sencux;Ezreal;Kobbe;Jhin;Mikyx;Sion;Odoamne;Rumble;Jankos;LeeSin;Febiven;Zed;Nuclear;Ashe;Chei;Zyra
1842;EULCS;2017;Spring;Season;FNC;0;1;MSF;37;sOAZ;Fiora;Broxah;LeeSin;Caps;Leblanc;Rekkles;Kennen;Jesiz;Karma;Alphari;Camille;KaKAO;Elise;PowerOfEvil;Ryze;Hans Sama;Varus;IgNar;Zyra
1843;EULCS;2017;Spring;Season;MSF;0;1;FNC;26;Alphari;Fizz;KaKAO;Rengar;PowerOfEvil;Syndra;Hans Sama;Ezreal;IgNar;Karma;sOAZ;Nautilus;Broxah;LeeSin;Caps;Leblanc;Rekkles;Kennen;Jesiz;Zyra
1844;EULCS;2017;Spring;Season;FNC;1;0;MSF;31;sOAZ;Shen;Broxah;LeeSin;Caps;Ryze;Rekkles;Kennen;Jesiz;Zyra;Alphari;Renekton;KaKAO;Elise;PowerOfEvil;Vladimir;Hans Sama;Ashe;IgNar;MissFortune
1845;EULCS;2017;Spring;Playoffs;SPY;1;0;MSF;40;Wunder;Gragas;Trashy;Graves;Sencux;Syndra;Kobbe;Ezreal;Mikyx;Fiddlesticks;Alphari;Shen;KaKAO;Rengar;PowerOfEvil;Viktor;Hans Sama;Kennen;IgNar;Braum
1846;EULCS;2017;Spring;Playoffs;MSF;0;1;SPY;42;Alphari;Rumble;KaKAO;Rengar;PowerOfEvil;Cassiopeia;Hans Sama;Ashe;IgNar;Zyra;Wunder;Kled;Trashy;Khazix;Sencux;Syndra;Kobbe;Varus;Mikyx;Malzahar
1847;EULCS;2017;Spring;Playoffs;SPY;0;1;MSF;49;Wunder;Gragas;Trashy;Graves;Sencux;Ahri;Kobbe;Kennen;Mikyx;Braum;Alphari;Shen;KaKAO;Rengar;PowerOfEvil;Syndra;Hans Sama;Kalista;IgNar;Thresh
1848;EULCS;2017;Spring;Playoffs;MSF;1;0;SPY;43;Alphari;Shen;KaKAO;Rengar;PowerOfEvil;Leblanc;Hans Sama;Varus;IgNar;Lulu;Wunder;Renekton;Trashy;Elise;Sencux;Syndra;Kobbe;Kennen;Mikyx;Fiddlesticks
1849;EULCS;2017;Spring;Playoffs;SPY;0;1;MSF;40;Wunder;Kennen;Trashy;Elise;Sencux;Viktor;Kobbe;Lucian;Mikyx;Braum;Alphari;Shen;KaKAO;Graves;PowerOfEvil;Leblanc;Hans Sama;Varus;IgNar;Lulu
1850;EULCS;2017;Spring;Playoffs;FNC;1;0;H2K;40;sOAZ;Gragas;Broxah;Elise;Caps;Leblanc;Rekkles;Twitch;Jesiz;Camille;Odoamne;Nautilus;Jankos;Rengar;Febiven;Syndra;Nuclear;Caitlyn;Chei;Zyra
1851;EULCS;2017;Spring;Playoffs;H2K;0;1;FNC;39;Odoamne;Gragas;Jankos;Khazix;Febiven;Leblanc;Nuclear;Ezreal;Chei;TahmKench;sOAZ;Camille;Broxah;Elise;Caps;Ryze;Rekkles;Vayne;Jesiz;Thresh
1852;EULCS;2017;Spring;Playoffs;FNC;1;0;H2K;30;sOAZ;Shen;Broxah;Khazix;Caps;AurelionSol;Rekkles;Kennen;Jesiz;Camille;Odoamne;Renekton;Jankos;Elise;Febiven;Syndra;Nuclear;Ashe;Chei;Zyra
1853;EULCS;2017;Spring;Playoffs;G2;0;1;FNC;32;Expect;Camille;Trick;Graves;Perkz;Orianna;Zven;Ezreal;mithy;Karma;sOAZ;Gragas;Broxah;Elise;Caps;AurelionSol;Rekkles;Twitch;Jesiz;Zyra
1854;EULCS;2017;Spring;Playoffs;G2;1;0;FNC;47;Expect;Camille;Trick;Graves;Perkz;Orianna;Zven;Ezreal;mithy;Karma;sOAZ;Gragas;Broxah;Elise;Caps;AurelionSol;Rekkles;Twitch;Jesiz;Annie
1855;EULCS;2017;Spring;Playoffs;FNC;0;1;G2;43;sOAZ;Shen;Broxah;Khazix;Caps;Syndra;Rekkles;Tristana;Jesiz;Thresh;Expect;Kennen;Trick;Elise;Perkz;Ekko;Zven;Ezreal;mithy;Lulu
1856;EULCS;2017;Spring;Playoffs;FNC;0;1;G2;34;sOAZ;Shen;Broxah;LeeSin;Caps;Kayle;Rekkles;Tristana;Jesiz;Camille;Expect;Gangplank;Trick;Elise;Perkz;Cassiopeia;Zven;Ashe;mithy;Thresh
1857;EULCS;2017;Spring;Playoffs;MSF;0;1;UOL;53;Alphari;Camille;KaKAO;Graves;PowerOfEvil;Corki;Hans Sama;Varus;IgNar;Thresh;Vizicsacsi;Renekton;Xerxe;Gragas;Exileh;Leblanc;Samux;Lucian;Hylissang;TahmKench
1858;EULCS;2017;Spring;Playoffs;UOL;1;0;MSF;42;Vizicsacsi;Rumble;Xerxe;Graves;Exileh;Vladimir;Samux;Lucian;Hylissang;Braum;Alphari;Fizz;KaKAO;Rengar;PowerOfEvil;Orianna;Hans Sama;Caitlyn;IgNar;Lulu
1859;EULCS;2017;Spring;Playoffs;MSF;1;0;UOL;50;Alphari;Kennen;KaKAO;Rengar;PowerOfEvil;Lulu;Hans Sama;Ashe;IgNar;Karma;Vizicsacsi;Rumble;Xerxe;Graves;Exileh;Leblanc;Samux;Lucian;Hylissang;Thresh
1860;EULCS;2017;Spring;Playoffs;UOL;1;0;MSF;27;Vizicsacsi;Rumble;Xerxe;Rengar;Exileh;Vladimir;Samux;Jhin;Hylissang;TahmKench;Alphari;Gragas;KaKAO;Graves;PowerOfEvil;Kayle;Hans Sama;Ashe;IgNar;Zyra
1861;EULCS;2017;Spring;Playoffs;FNC;1;0;MSF;36;sOAZ;Gragas;Broxah;Ivern;Caps;Ryze;Rekkles;Kennen;Jesiz;Karma;Alphari;Rumble;KaKAO;Graves;PowerOfEvil;Leblanc;Hans Sama;Ashe;IgNar;Nautilus
1862;EULCS;2017;Spring;Playoffs;FNC;1;0;MSF;27;sOAZ;Gragas;Broxah;Ivern;Caps;Leblanc;Rekkles;Kennen;Jesiz;Thresh;Alphari;Camille;KaKAO;Graves;PowerOfEvil;Lulu;Hans Sama;Lucian;IgNar;Braum
1863;EULCS;2017;Spring;Playoffs;FNC;1;0;MSF;30;sOAZ;Gnar;Broxah;Elise;Caps;Leblanc;Rekkles;Kennen;Jesiz;Karma;Alphari;Gragas;KaKAO;LeeSin;PowerOfEvil;Lulu;Hans Sama;Caitlyn;IgNar;Nami
1864;EULCS;2017;Spring;Playoffs;UOL;0;1;G2;47;Vizicsacsi;Shen;Xerxe;Ivern;Exileh;Vladimir;Samux;Caitlyn;Hylissang;TahmKench;Expect;Gangplank;Trick;Rumble;Perkz;Ryze;Zven;Ashe;mithy;Thresh
1865;EULCS;2017;Spring;Playoffs;G2;1;0;UOL;31;Expect;Camille;Trick;Ivern;Perkz;Swain;Zven;Caitlyn;mithy;Lulu;Vizicsacsi;Poppy;Xerxe;Rengar;Exileh;Leblanc;Samux;Varus;Hylissang;Malzahar
1866;EULCS;2017;Spring;Playoffs;UOL;1;0;G2;40;Vizicsacsi;Shen;Xerxe;Gragas;Exileh;Talon;Samux;Lucian;Hylissang;Malzahar;Expect;Gangplank;Trick;Elise;Perkz;Cassiopeia;Zven;Varus;mithy;Fiddlesticks
1867;EULCS;2017;Spring;Playoffs;UOL;0;1;G2;38;Vizicsacsi;Rumble;Xerxe;Gragas;Exileh;Talon;Samux;Caitlyn;Hylissang;TahmKench;Expect;Camille;Trick;Rengar;Perkz;Leblanc;Zven;Ashe;mithy;Braum
